,id_ticket,fecha,id_empleado,id_agente,categoría,tipo,severidad,prioridad,días_resolución,satisfacción,semestre
3137,GWLEER-0342564647,2016-07-13,954.0,36.0,Software,Problema,2 - Normal,1 - Baja,3.0,5.0,semestre1
3138,GWLEER-0442613746,2016-08-31,204.0,47.0,Software,Problema,2 - Normal,1 - Baja,4.0,5.0,semestre1
3139,GWLEER-0542589089,2016-08-07,1938.0,10.0,Hardware,Problema,2 - Normal,1 - Baja,5.0,5.0,semestre1
3140,GWLEER-0742530244,2016-06-09,1034.0,32.0,Hardware,Problema,2 - Normal,1 - Baja,9.0,5.0,semestre2
3141,GWLEER-1542646499,2016-10-03,1919.0,34.0,Hardware,Problema,2 - Normal,1 - Baja,5.0,5.0,semestre1
3142,GWLEER-1642597080,2016-08-15,1198.0,20.0,Hardware,Problema,2 - Normal,1 - Baja,16.0,5.0,semestre1
3143,GWLEER-1742655318,2016-10-12,691.0,43.0,Software,Problema,2 - Normal,1 - Baja,3.0,4.0,semestre1
3144,GWLEER-1742658102,2016-10-15,140.0,41.0,Hardware,Problema,2 - Normal,1 - Baja,15.0,5.0,semestre1
3145,GWLEER-1842531999,2016-06-10,1789.0,29.0,Software,Problema,2 - Normal,1 - Baja,8.0,5.0,semestre2
3146,GWLEER-2142518203,2016-05-28,30.0,42.0,Hardware,Problema,2 - Normal,1 - Baja,11.0,5.0,semestre2
3147,GWLEER-2142607416,2016-08-25,691.0,14.0,Software,Problema,2 - Normal,1 - Baja,11.0,5.0,semestre1
3148,GWLEER-2142678535,2016-11-04,83.0,45.0,Software,Problema,2 - Normal,1 - Baja,1.0,5.0,semestre1
3149,GWLEER-2242447362,2016-03-18,106.0,43.0,Software,Problema,2 - Normal,1 - Baja,2.0,4.0,semestre2
3150,GWLEER-2242591849,2016-08-09,1414.0,38.0,Software,Problema,2 - Normal,1 - Baja,2.0,5.0,semestre1
3151,GWLEER-2542570457,2016-07-19,65.0,24.0,Hardware,Problema,2 - Normal,1 - Baja,15.0,5.0,semestre1
3152,GWLEER-2842542294,2016-06-21,1099.0,12.0,Hardware,Problema,2 - Normal,1 - Baja,8.0,5.0,semestre2
3153,GWLEER-3342409336,2016-02-09,123.0,33.0,Software,Problema,2 - Normal,1 - Baja,13.0,5.0,semestre2
3154,GWLEER-3542455865,2016-03-26,446.0,8.0,Hardware,Problema,2 - Normal,1 - Baja,5.0,5.0,semestre2
3155,GWLEER-4542582188,2016-07-31,1988.0,21.0,Software,Problema,2 - Normal,1 - Baja,5.0,1.0,semestre1
3156,GWLEER-4642399875,2016-01-30,797.0,8.0,Hardware,Problema,2 - Normal,1 - Baja,6.0,5.0,semestre2
3157,GWLEER-5242600177,2016-08-18,897.0,41.0,Hardware,Problema,2 - Normal,1 - Baja,6.0,5.0,semestre1
3158,GWLEER-5342700313,2016-11-26,721.0,33.0,Software,Problema,2 - Normal,1 - Baja,3.0,1.0,semestre1
3159,GWLEER-5442589042,2016-08-07,1554.0,20.0,Software,Problema,2 - Normal,1 - Baja,4.0,5.0,semestre1
3160,GWLEER-5542684188,2016-11-10,1458.0,31.0,Hardware,Problema,2 - Normal,1 - Baja,5.0,5.0,semestre1
3161,GWLEER-6142372704,2016-01-03,460.0,17.0,Software,Problema,2 - Normal,1 - Baja,1.0,5.0,semestre2
3162,GWLEER-6242478702,2016-04-18,1860.0,47.0,Software,Problema,4 - Crítico,1 - Baja,2.0,5.0,semestre2
3163,GWLEER-6242619194,2016-09-06,1289.0,21.0,Software,Problema,2 - Normal,1 - Baja,2.0,5.0,semestre1
3164,GWLEER-6342644158,2016-10-01,805.0,41.0,Software,Problema,2 - Normal,1 - Baja,3.0,5.0,semestre1
3165,GWLEER-6442460265,2016-03-31,326.0,2.0,Software,Problema,2 - Normal,1 - Baja,4.0,5.0,semestre2
3166,GWLEER-6642400202,2016-01-31,220.0,12.0,Hardware,Problema,2 - Normal,1 - Baja,6.0,5.0,semestre2
3167,GWLEER-6642638867,2016-09-25,1546.0,38.0,Software,Problema,2 - Normal,1 - Baja,6.0,5.0,semestre1
3168,GWLEER-6742716043,2016-12-12,1864.0,30.0,Software,Problema,2 - Normal,1 - Baja,7.0,5.0,semestre1
3169,GWLEER-7142399983,2016-01-30,1358.0,29.0,Software,Problema,2 - Normal,1 - Baja,1.0,5.0,semestre2
3170,GWLEER-7242473805,2016-04-13,270.0,48.0,Software,Problema,2 - Normal,1 - Baja,2.0,5.0,semestre2
3171,GWLEER-7342375477,2016-01-06,497.0,34.0,Software,Problema,2 - Normal,1 - Baja,3.0,5.0,semestre2
3172,GWLEER-7542504057,2016-05-14,375.0,40.0,Software,Problema,4 - Crítico,1 - Baja,5.0,1.0,semestre2
3173,GWLEER-8642682457,2016-11-08,1235.0,24.0,Hardware,Problema,2 - Normal,1 - Baja,6.0,5.0,semestre1
3174,GWLEER-9042711336,2016-12-07,403.0,43.0,Software,Problema,2 - Normal,1 - Baja,0.0,5.0,semestre1
3175,GWLEER-9342582385,2016-07-31,1448.0,43.0,Software,Problema,2 - Normal,1 - Baja,3.0,1.0,semestre1
3176,GWLEER-9542438242,2016-03-09,724.0,2.0,Hardware,Problema,2 - Normal,1 - Baja,5.0,5.0,semestre2
3177,GWLEET-0242722047,2016-12-18,1744.0,10.0,Software,Problema,2 - Normal,1 - Baja,2.0,5.0,semestre1
3261,GWLTER-0042398499,2016-01-29,1029.0,34.0,Hardware,Solicitud,2 - Normal,1 - Baja,10.0,5.0,semestre2
3262,GWLTER-0242502852,2016-05-12,65.0,8.0,Software,Solicitud,2 - Normal,1 - Baja,2.0,5.0,semestre2
3263,GWLTER-0242578477,2016-07-27,1607.0,34.0,Software,Solicitud,2 - Normal,1 - Baja,2.0,5.0,semestre1
3264,GWLTER-0242732191,2016-12-28,209.0,21.0,Software,Solicitud,2 - Normal,1 - Baja,2.0,5.0,semestre1
3265,GWLTER-0342462549,2016-04-02,1824.0,15.0,Hardware,Solicitud,2 - Normal,1 - Baja,13.0,5.0,semestre2
3266,GWLTER-0342535193,2016-06-14,1029.0,21.0,Software,Solicitud,2 - Normal,1 - Baja,3.0,5.0,semestre2
3267,GWLTER-0342718403,2016-12-14,1190.0,34.0,Software,Solicitud,2 - Normal,1 - Baja,3.0,5.0,semestre1
3268,GWLTER-0442584788,2016-08-02,818.0,37.0,Software,Solicitud,2 - Normal,1 - Baja,14.0,5.0,semestre1
3269,GWLTER-0642572554,2016-07-21,1395.0,15.0,Software,Solicitud,2 - Normal,1 - Baja,6.0,5.0,semestre1
3270,GWLTER-0642662128,2016-10-19,1452.0,41.0,Software,Solicitud,2 - Normal,1 - Baja,6.0,5.0,semestre1
3271,GWLTER-0742373907,2016-01-04,270.0,9.0,Software,Solicitud,2 - Normal,1 - Baja,8.0,5.0,semestre2
3272,GWLTER-0942630801,2016-09-17,470.0,18.0,Software,Solicitud,2 - Normal,1 - Baja,9.0,5.0,semestre1
3273,GWLTER-1042555987,2016-07-04,1098.0,19.0,Software,Solicitud,2 - Normal,1 - Baja,10.0,5.0,semestre1
3274,GWLTER-1042670491,2016-10-27,209.0,24.0,Hardware,Solicitud,2 - Normal,1 - Baja,10.0,5.0,semestre1
3275,GWLTER-1142521883,2016-05-31,538.0,18.0,Software,Solicitud,2 - Normal,1 - Baja,11.0,5.0,semestre2
3276,GWLTER-1242595754,2016-08-13,1655.0,27.0,Software,Solicitud,2 - Normal,1 - Baja,2.0,5.0,semestre1
3277,GWLTER-1342596262,2016-08-14,1096.0,2.0,Software,Solicitud,2 - Normal,1 - Baja,3.0,5.0,semestre1
3278,GWLTER-1342622887,2016-09-09,1938.0,18.0,Software,Solicitud,2 - Normal,1 - Baja,13.0,5.0,semestre1
3279,GWLTER-1342725925,2016-12-21,842.0,49.0,Software,Solicitud,2 - Normal,1 - Baja,14.0,5.0,semestre1
3280,GWLTER-1442503545,2016-05-13,204.0,35.0,Software,Solicitud,2 - Normal,1 - Baja,14.0,5.0,semestre2
3281,GWLTER-1542408402,2016-02-08,820.0,24.0,Software,Solicitud,2 - Normal,1 - Baja,5.0,5.0,semestre2
3282,GWLTER-1542526363,2016-06-05,686.0,23.0,Software,Solicitud,2 - Normal,1 - Baja,15.0,5.0,semestre2
3283,GWLTER-1642585650,2016-08-03,1035.0,16.0,Software,Solicitud,2 - Normal,1 - Baja,16.0,5.0,semestre1
3285,GWLTER-1842459839,2016-03-30,1883.0,18.0,Software,Solicitud,2 - Normal,1 - Baja,8.0,1.0,semestre2
3286,GWLTER-1842733528,2016-12-29,942.0,5.0,Software,Solicitud,2 - Normal,1 - Baja,8.0,5.0,semestre1
3287,GWLTER-1942468844,2016-04-08,694.0,18.0,Software,Solicitud,2 - Normal,1 - Baja,9.0,5.0,semestre2
3288,GWLTER-2042465708,2016-04-05,1060.0,17.0,Hardware,Solicitud,2 - Normal,1 - Baja,10.0,5.0,semestre2
3289,GWLTER-2042593082,2016-08-11,1938.0,10.0,Software,Solicitud,2 - Normal,1 - Baja,10.0,5.0,semestre1
3290,GWLTER-2042728126,2016-12-24,1872.0,31.0,Hardware,Solicitud,2 - Normal,1 - Baja,10.0,1.0,semestre1
3291,GWLTER-2442435289,2016-03-06,188.0,2.0,Software,Solicitud,2 - Normal,1 - Baja,4.0,5.0,semestre2
3292,GWLTER-2442706978,2016-12-02,1687.0,29.0,Hardware,Solicitud,2 - Normal,1 - Baja,14.0,5.0,semestre1
3293,GWLTER-2542505146,2016-05-15,1634.0,41.0,Hardware,Solicitud,2 - Normal,1 - Baja,8.0,5.0,semestre2
3294,GWLTER-2642400921,2016-01-31,1232.0,29.0,Software,Solicitud,2 - Normal,1 - Baja,6.0,1.0,semestre2
3295,GWLTER-2642549650,2016-06-28,1225.0,16.0,Hardware,Solicitud,2 - Normal,1 - Baja,16.0,5.0,semestre2
3296,GWLTER-2642724645,2016-12-20,574.0,16.0,Hardware,Solicitud,2 - Normal,1 - Baja,13.0,1.0,semestre1
3297,GWLTER-2842401777,2016-02-01,667.0,37.0,Hardware,Solicitud,2 - Normal,1 - Baja,11.0,5.0,semestre2
3298,GWLTER-2942462541,2016-04-02,1264.0,35.0,Hardware,Solicitud,2 - Normal,1 - Baja,3.0,5.0,semestre2
3299,GWLTER-2942542882,2016-06-21,818.0,48.0,Software,Solicitud,2 - Normal,1 - Baja,9.0,5.0,semestre2
3300,GWLTER-2942694869,2016-11-20,1526.0,18.0,Software,Solicitud,2 - Normal,1 - Baja,9.0,5.0,semestre1
3301,GWLTER-3042520395,2016-05-30,1159.0,33.0,Hardware,Solicitud,2 - Normal,1 - Baja,2.0,5.0,semestre2
3302,GWLTER-3242417466,2016-02-17,1826.0,14.0,Software,Solicitud,2 - Normal,1 - Baja,12.0,5.0,semestre2
3303,GWLTER-3242670054,2016-10-27,555.0,10.0,Hardware,Solicitud,2 - Normal,1 - Baja,13.0,5.0,semestre1
3304,GWLTER-3342551857,2016-06-30,1795.0,8.0,Software,Solicitud,2 - Normal,1 - Baja,3.0,5.0,semestre2
3305,GWLTER-3442393084,2016-01-24,1118.0,40.0,Software,Solicitud,2 - Normal,1 - Baja,14.0,5.0,semestre2
3306,GWLTER-3442651747,2016-10-08,1864.0,17.0,Hardware,Solicitud,2 - Normal,1 - Baja,14.0,5.0,semestre1
3307,GWLTER-3542486724,2016-04-26,922.0,47.0,Software,Solicitud,2 - Normal,1 - Baja,5.0,5.0,semestre2
3308,GWLTER-3642440329,2016-03-11,1622.0,23.0,Hardware,Solicitud,2 - Normal,1 - Baja,11.0,1.0,semestre2
3309,GWLTER-3842391698,2016-01-22,1469.0,6.0,Software,Solicitud,2 - Normal,1 - Baja,18.0,5.0,semestre2
3310,GWLTER-4442529914,2016-06-08,41.0,49.0,Software,Solicitud,2 - Normal,1 - Baja,14.0,5.0,semestre2
3311,GWLTER-4442547778,2016-06-26,687.0,27.0,Software,Solicitud,2 - Normal,1 - Baja,4.0,5.0,semestre2
3312,GWLTER-4442605706,2016-08-23,70.0,27.0,Software,Solicitud,2 - Normal,1 - Baja,4.0,5.0,semestre1
3313,GWLTER-4442640297,2016-09-27,1059.0,42.0,Software,Solicitud,2 - Normal,1 - Baja,4.0,5.0,semestre1
3314,GWLTER-4542464272,2016-04-04,427.0,42.0,Hardware,Solicitud,2 - Normal,1 - Baja,15.0,1.0,semestre2
3315,GWLTER-4742393296,2016-01-24,1459.0,42.0,Hardware,Solicitud,2 - Normal,1 - Baja,8.0,1.0,semestre2
3316,GWLTER-4742587027,2016-08-05,1802.0,40.0,Software,Solicitud,2 - Normal,1 - Baja,7.0,1.0,semestre1
3317,GWLTER-4842471219,2016-04-11,41.0,2.0,Hardware,Solicitud,4 - Crítico,1 - Baja,2.0,5.0,semestre2
3318,GWLTER-4942425441,2016-02-25,954.0,44.0,Hardware,Solicitud,2 - Normal,1 - Baja,6.0,5.0,semestre2
3319,GWLTER-4942434567,2016-03-05,1076.0,35.0,Software,Solicitud,2 - Normal,1 - Baja,9.0,5.0,semestre2
3320,GWLTER-5042590003,2016-08-08,1150.0,40.0,Software,Solicitud,2 - Normal,1 - Baja,10.0,5.0,semestre1
3321,GWLTER-5142451290,2016-03-22,1749.0,2.0,Hardware,Solicitud,2 - Normal,1 - Baja,11.0,5.0,semestre2
3322,GWLTER-5242512126,2016-05-22,892.0,21.0,Software,Solicitud,2 - Normal,1 - Baja,2.0,5.0,semestre2
3323,GWLTER-5242566484,2016-07-15,358.0,4.0,Software,Solicitud,2 - Normal,1 - Baja,12.0,1.0,semestre1
3324,GWLTER-5242642593,2016-09-29,949.0,45.0,Software,Solicitud,2 - Normal,1 - Baja,2.0,5.0,semestre1
3325,GWLTER-5342437374,2016-03-08,57.0,43.0,Software,Solicitud,2 - Normal,1 - Baja,3.0,4.0,semestre2
3326,GWLTER-5342454895,2016-03-25,1289.0,18.0,Hardware,Solicitud,2 - Normal,1 - Baja,13.0,5.0,semestre2
3327,GWLTER-5342600188,2016-08-18,1688.0,41.0,Hardware,Solicitud,2 - Normal,1 - Baja,9.0,5.0,semestre1
3328,GWLTER-5442646473,2016-10-03,577.0,24.0,Software,Solicitud,2 - Normal,1 - Baja,4.0,5.0,semestre1
3329,GWLTER-5442678592,2016-11-04,1939.0,35.0,Software,Solicitud,2 - Normal,1 - Baja,14.0,5.0,semestre1
3330,GWLTER-5542423892,2016-02-23,1089.0,18.0,Hardware,Solicitud,2 - Normal,1 - Baja,4.0,1.0,semestre2
3331,GWLTER-5542447146,2016-03-18,334.0,41.0,Hardware,Solicitud,2 - Normal,1 - Baja,15.0,5.0,semestre2
3332,GWLTER-5742444181,2016-03-15,1248.0,41.0,Hardware,Solicitud,2 - Normal,1 - Baja,14.0,5.0,semestre2
3333,GWLTER-5742524844,2016-06-03,1524.0,38.0,Software,Solicitud,2 - Normal,1 - Baja,4.0,5.0,semestre2
3334,GWLTER-5842567671,2016-07-16,1827.0,16.0,Software,Solicitud,2 - Normal,1 - Baja,8.0,5.0,semestre1
3335,GWLTER-5942456135,2016-03-27,1883.0,1.0,Software,Solicitud,2 - Normal,1 - Baja,9.0,5.0,semestre2
3336,GWLTER-6042651033,2016-10-08,1083.0,10.0,Software,Solicitud,2 - Normal,1 - Baja,10.0,5.0,semestre1
3337,GWLTER-6342409068,2016-02-09,1816.0,20.0,Software,Solicitud,2 - Normal,1 - Baja,3.0,5.0,semestre2
3338,GWLTER-6342537717,2016-06-16,1901.0,27.0,Software,Solicitud,2 - Normal,1 - Baja,3.0,5.0,semestre2
3339,GWLTER-6542660861,2016-10-17,756.0,8.0,Software,Solicitud,2 - Normal,1 - Baja,5.0,5.0,semestre1
3340,GWLTER-6742687861,2016-11-13,826.0,18.0,Hardware,Solicitud,2 - Normal,1 - Baja,6.0,1.0,semestre1
3341,GWLTER-6942413504,2016-02-13,1080.0,5.0,Software,Solicitud,2 - Normal,1 - Baja,9.0,5.0,semestre2
3342,GWLTER-6942453597,2016-03-24,1949.0,5.0,Software,Solicitud,2 - Normal,1 - Baja,1.0,5.0,semestre2
3343,GWLTER-6942538966,2016-06-17,1586.0,39.0,Hardware,Solicitud,2 - Normal,1 - Baja,6.0,5.0,semestre2
3344,GWLTER-7142389125,2016-01-20,962.0,1.0,Software,Solicitud,2 - Normal,1 - Baja,11.0,5.0,semestre2
3345,GWLTER-7142598468,2016-08-16,666.0,24.0,Hardware,Solicitud,2 - Normal,1 - Baja,11.0,5.0,semestre1
3346,GWLTER-7142644735,2016-10-01,203.0,27.0,Hardware,Solicitud,2 - Normal,1 - Baja,11.0,5.0,semestre1
3347,GWLTER-7242492458,2016-05-02,165.0,34.0,Hardware,Solicitud,2 - Normal,1 - Baja,12.0,5.0,semestre2
3348,GWLTER-7242735100,2016-12-31,1270.0,31.0,Software,Solicitud,2 - Normal,1 - Baja,2.0,5.0,semestre1
3349,GWLTER-7342509509,2016-05-19,470.0,45.0,Software,Solicitud,2 - Normal,1 - Baja,3.0,5.0,semestre2
3350,GWLTER-7442566716,2016-07-15,1811.0,47.0,Software,Solicitud,2 - Normal,1 - Baja,4.0,5.0,semestre1
3351,GWLTER-7542441385,2016-03-12,1038.0,23.0,Software,Solicitud,2 - Normal,1 - Baja,5.0,5.0,semestre2
3352,GWLTER-7642405431,2016-02-05,963.0,4.0,Software,Solicitud,2 - Normal,1 - Baja,16.0,5.0,semestre2
3353,GWLTER-7642487490,2016-04-27,1289.0,34.0,Software,Solicitud,2 - Normal,1 - Baja,6.0,5.0,semestre2
3354,GWLTER-7742385050,2016-01-16,1565.0,10.0,Software,Solicitud,2 - Normal,1 - Baja,7.0,5.0,semestre2
3355,GWLTER-7742525600,2016-06-04,1480.0,36.0,Hardware,Solicitud,2 - Normal,1 - Baja,10.0,5.0,semestre2
3356,GWLTER-7742654958,2016-10-11,1415.0,9.0,Software,Solicitud,2 - Normal,1 - Baja,7.0,5.0,semestre1
3357,GWLTER-7742669829,2016-10-26,292.0,48.0,Software,Solicitud,2 - Normal,1 - Baja,7.0,5.0,semestre1
3358,GWLTER-7842586018,2016-08-04,21.0,10.0,Software,Solicitud,2 - Normal,1 - Baja,8.0,5.0,semestre1
3359,GWLTER-7942695011,2016-11-21,1741.0,10.0,Software,Solicitud,2 - Normal,1 - Baja,9.0,5.0,semestre1
3360,GWLTER-7942697985,2016-11-23,158.0,29.0,Hardware,Solicitud,2 - Normal,1 - Baja,12.0,5.0,semestre1
3361,GWLTER-8042414486,2016-02-14,98.0,44.0,Hardware,Solicitud,2 - Normal,1 - Baja,7.0,5.0,semestre2
3362,GWLTER-8042704844,2016-11-30,1934.0,8.0,Hardware,Solicitud,2 - Normal,1 - Baja,10.0,5.0,semestre1
3363,GWLTER-8142506196,2016-05-16,709.0,31.0,Hardware,Solicitud,2 - Normal,1 - Baja,11.0,5.0,semestre2
3364,GWLTER-8142617516,2016-09-04,1371.0,25.0,Software,Solicitud,2 - Normal,1 - Baja,12.0,1.0,semestre1
3365,GWLTER-8242376182,2016-01-07,1988.0,21.0,Hardware,Solicitud,2 - Normal,1 - Baja,12.0,1.0,semestre2
3367,GWLTER-8242429247,2016-02-29,1124.0,32.0,Software,Solicitud,2 - Normal,1 - Baja,12.0,5.0,semestre2
3368,GWLTER-8342444547,2016-03-15,684.0,45.0,Software,Solicitud,2 - Normal,1 - Baja,3.0,5.0,semestre2
3369,GWLTER-8342449778,2016-03-20,957.0,17.0,Hardware,Solicitud,2 - Normal,1 - Baja,13.0,5.0,semestre2
3370,GWLTER-8442416206,2016-02-16,200.0,32.0,Software,Solicitud,2 - Normal,1 - Baja,14.0,5.0,semestre2
3371,GWLTER-8442604778,2016-08-22,317.0,27.0,Software,Solicitud,2 - Normal,1 - Baja,4.0,5.0,semestre1
3372,GWLTER-8442710787,2016-12-06,1188.0,7.0,Hardware,Solicitud,2 - Normal,1 - Baja,14.0,5.0,semestre1
3373,GWLTER-8542606098,2016-08-24,1469.0,20.0,Software,Solicitud,2 - Normal,1 - Baja,5.0,1.0,semestre1
3374,GWLTER-8742443690,2016-03-14,1079.0,26.0,Software,Solicitud,2 - Normal,1 - Baja,7.0,5.0,semestre2
3375,GWLTER-8742524479,2016-06-03,197.0,4.0,Software,Solicitud,2 - Normal,1 - Baja,16.0,5.0,semestre2
3376,GWLTER-8942515563,2016-05-25,1766.0,5.0,Software,Solicitud,2 - Normal,1 - Baja,9.0,5.0,semestre2
3378,GWLTER-9042660296,2016-10-17,749.0,2.0,Hardware,Solicitud,2 - Normal,1 - Baja,10.0,5.0,semestre1
3379,GWLTER-9142637983,2016-09-24,738.0,19.0,Software,Solicitud,2 - Normal,1 - Baja,11.0,1.0,semestre1
3381,GWLTER-9442403117,2016-02-03,1291.0,21.0,Hardware,Solicitud,2 - Normal,1 - Baja,14.0,5.0,semestre2
3382,GWLTER-9442678954,2016-11-04,675.0,29.0,Hardware,Solicitud,2 - Normal,1 - Baja,14.0,5.0,semestre1
3383,GWLTER-9542474354,2016-04-14,935.0,23.0,Software,Solicitud,2 - Normal,1 - Baja,15.0,5.0,semestre2
3384,GWLTER-9542483597,2016-04-23,1949.0,35.0,Hardware,Solicitud,2 - Normal,1 - Baja,4.0,5.0,semestre2
3385,GWLTER-9542591506,2016-08-09,1400.0,15.0,Software,Solicitud,2 - Normal,1 - Baja,5.0,5.0,semestre1
3386,GWLTER-9642634767,2016-09-21,86.0,37.0,Hardware,Solicitud,2 - Normal,1 - Baja,3.0,5.0,semestre1
3387,GWLTER-9742618157,2016-09-05,1245.0,41.0,Software,Solicitud,2 - Normal,1 - Baja,7.0,5.0,semestre1
3388,GWLTER-9742651876,2016-10-08,687.0,18.0,Software,Solicitud,2 - Normal,1 - Baja,7.0,5.0,semestre1
3389,GWLTER-9742680371,2016-11-06,1037.0,33.0,Software,Solicitud,2 - Normal,1 - Baja,7.0,1.0,semestre1
3390,GWLTER-9842730533,2016-12-26,603.0,5.0,Hardware,Solicitud,2 - Normal,1 - Baja,16.0,5.0,semestre1
3391,GWLTET-0142617240,2016-09-04,114.0,32.0,Hardware,Solicitud,2 - Normal,1 - Baja,15.0,5.0,semestre1
3709,GWREER-0542380494,2016-01-11,79.0,34.0,Hardware,Problema,1 - Menor,1 - Baja,5.0,5.0,semestre2
3710,GWREER-0542686416,2016-11-12,881.0,14.0,Hardware,Problema,1 - Menor,1 - Baja,15.0,5.0,semestre1
3711,GWREER-2242616417,2016-09-03,1151.0,34.0,Software,Problema,3 - Mayor,1 - Baja,2.0,5.0,semestre1
3712,GWREER-3442629112,2016-09-16,1931.0,41.0,Software,Problema,3 - Mayor,1 - Baja,4.0,5.0,semestre1
3713,GWREER-5942429665,2016-02-29,666.0,26.0,Hardware,Problema,1 - Menor,1 - Baja,9.0,5.0,semestre2
3714,GWREER-6042688520,2016-11-14,622.0,15.0,Software,Problema,1 - Menor,1 - Baja,0.0,5.0,semestre1
3715,GWREER-6342556738,2016-07-05,1833.0,17.0,Software,Problema,3 - Mayor,1 - Baja,3.0,5.0,semestre1
3716,GWREER-6742715706,2016-12-11,140.0,37.0,Hardware,Problema,3 - Mayor,1 - Baja,6.0,1.0,semestre1
3717,GWREER-7142696267,2016-11-22,1926.0,12.0,Software,Problema,1 - Menor,1 - Baja,1.0,5.0,semestre1
3718,GWREER-8742520301,2016-05-30,1650.0,43.0,Software,Problema,3 - Mayor,1 - Baja,7.0,4.0,semestre2
3734,GWRTER-0642602448,2016-08-20,284.0,44.0,Software,Solicitud,3 - Mayor,1 - Baja,6.0,5.0,semestre1
3735,GWRTER-2342589138,2016-08-07,1503.0,1.0,Software,Solicitud,3 - Mayor,1 - Baja,7.0,5.0,semestre1
3736,GWRTER-2742538583,2016-06-17,1448.0,35.0,Software,Solicitud,1 - Menor,1 - Baja,7.0,5.0,semestre2
3737,GWRTER-3242462260,2016-04-02,106.0,22.0,Software,Solicitud,3 - Mayor,1 - Baja,14.0,5.0,semestre2
3738,GWRTER-5142432414,2016-03-03,21.0,4.0,Hardware,Solicitud,3 - Mayor,1 - Baja,5.0,1.0,semestre2
3739,GWRTER-5342404856,2016-02-04,655.0,38.0,Software,Solicitud,1 - Menor,1 - Baja,3.0,5.0,semestre2
3740,GWRTER-5642388326,2016-01-19,792.0,23.0,Software,Solicitud,3 - Mayor,1 - Baja,6.0,1.0,semestre2
3741,GWRTER-6342440631,2016-03-11,823.0,36.0,Software,Solicitud,1 - Menor,1 - Baja,3.0,1.0,semestre2
3742,GWRTER-6842381405,2016-01-12,740.0,4.0,Software,Solicitud,3 - Mayor,1 - Baja,14.0,5.0,semestre2
3743,GWRTER-8042523808,2016-06-02,320.0,8.0,Software,Solicitud,3 - Mayor,1 - Baja,10.0,5.0,semestre2
3744,GWRTER-9942497078,2016-05-07,227.0,30.0,Hardware,Solicitud,1 - Menor,1 - Baja,19.0,5.0,semestre2
3771,KDDEER-2842375367,2016-01-06,106.0,23.0,Hardware,Problema,0 - Sin Clasificar,0 - Sin Asignar,8.0,3.0,semestre2
3775,KDLEER-0042716488,2016-12-12,1378.0,34.0,Software,Problema,2 - Normal,0 - Sin Asignar,0.0,5.0,semestre1
3776,KDLEER-0142587765,2016-08-05,1696.0,17.0,Software,Problema,2 - Normal,0 - Sin Asignar,1.0,5.0,semestre1
3777,KDLEER-0242435328,2016-03-06,452.0,3.0,Software,Problema,2 - Normal,0 - Sin Asignar,2.0,3.0,semestre2
3778,KDLEER-0242731188,2016-12-27,108.0,21.0,Software,Problema,2 - Normal,0 - Sin Asignar,2.0,3.0,semestre1
3779,KDLEER-0342669542,2016-10-26,794.0,25.0,Software,Problema,2 - Normal,0 - Sin Asignar,3.0,5.0,semestre1
3780,KDLEER-0542525700,2016-06-04,1540.0,7.0,Software,Problema,2 - Normal,0 - Sin Asignar,5.0,3.0,semestre2
3781,KDLEER-0642437211,2016-03-08,481.0,12.0,Hardware,Problema,2 - Normal,0 - Sin Asignar,6.0,4.0,semestre2
3782,KDLEER-0742726125,2016-12-22,912.0,21.0,Hardware,Problema,2 - Normal,0 - Sin Asignar,7.0,4.0,semestre1
3783,KDLEER-1142647645,2016-10-04,564.0,36.0,Software,Problema,2 - Normal,0 - Sin Asignar,1.0,3.0,semestre1
3784,KDLEER-1342499728,2016-05-09,1682.0,37.0,Software,Problema,2 - Normal,0 - Sin Asignar,3.0,4.0,semestre2
3785,KDLEER-1342557110,2016-07-06,621.0,41.0,Software,Problema,2 - Normal,0 - Sin Asignar,3.0,1.0,semestre1
3786,KDLEER-1442439350,2016-03-10,175.0,3.0,Hardware,Problema,2 - Normal,0 - Sin Asignar,14.0,5.0,semestre2
3787,KDLEER-1542521740,2016-05-31,1734.0,7.0,Hardware,Problema,2 - Normal,0 - Sin Asignar,15.0,4.0,semestre2
3788,KDLEER-1742611723,2016-08-29,1112.0,47.0,Hardware,Problema,2 - Normal,0 - Sin Asignar,7.0,5.0,semestre1
3789,KDLEER-2142370531,2016-01-01,533.0,45.0,Software,Problema,2 - Normal,0 - Sin Asignar,1.0,4.0,semestre2
3790,KDLEER-2142695486,2016-11-21,238.0,24.0,Software,Problema,2 - Normal,0 - Sin Asignar,1.0,3.0,semestre1
3791,KDLEER-2542710449,2016-12-06,1504.0,14.0,Hardware,Problema,2 - Normal,0 - Sin Asignar,5.0,3.0,semestre1
3792,KDLEER-2742510978,2016-05-20,1227.0,39.0,Hardware,Problema,2 - Normal,0 - Sin Asignar,17.0,3.0,semestre2
3793,KDLEER-2942633346,2016-09-20,1984.0,23.0,Hardware,Problema,2 - Normal,0 - Sin Asignar,18.0,4.0,semestre1
3794,KDLEER-3142417761,2016-02-17,1656.0,7.0,Software,Problema,2 - Normal,0 - Sin Asignar,1.0,3.0,semestre2
3795,KDLEER-3142592497,2016-08-10,799.0,44.0,Hardware,Problema,2 - Normal,0 - Sin Asignar,11.0,3.0,semestre1
